Source,Target,Weight,Type
JGR,JT,1.89,excitatory
ECL,ZYR,0.81,excitatory
STL,XHL,0.4,excitatory
HI,CDR,0.44,excitatory
MCL,KRR,0.38,excitatory
AIL,BRL,0.31,excitatory
DUL,ISL,0.11,excitatory
FKR,KOR,0.54,excitatory
VJL,DUL,1.84,excitatory
ZR,IX,0.29,excitatory
TJ,ZCL,0.69,excitatory
ZM,BRL,0.94,excitatory
HFR,SBL,1.9,excitatory
DFL,WOL,1.8,excitatory
UAR,SJR,0.73,excitatory
VZ,SBL,0.24,excitatory
YP,UAR,1.99,excitatory
BWR,TL,0.34,excitatory
NT,GIL,0.31,excitatory
MZL,TL,1.87,excitatory
WJL,BD,0.9,excitatory
MYR,GYL,0.9,excitatory
WJL,VAL,1.49,excitatory
LB,XT,1.55,excitatory
TLR,UOL,1.31,excitatory
WDL,VAL,0.86,excitatory
BX,ZWL,0.58,excitatory
BRR,ESR,0.4,excitatory
TOL,EGL,1.46,excitatory
AVR,KOR,0.12,excitatory
CYR,NV,0.69,excitatory
DF,YB,0.13,excitatory
MZ,PNL,1.79,excitatory
UT,UFR,0.21,excitatory
IRL,DD,0.15,excitatory
VAL,FVL,0.95,excitatory
MY,HER,0.11,excitatory
PPR,PV,0.71,excitatory
UB,PIL,0.56,excitatory
CX,JH,0.35,excitatory
FVR,FKR,1.88,excitatory
LTR,VAL,1.65,excitatory
MY,YTR,1.08,excitatory
WB,UP,1.19,excitatory
KRR,AS,0.16,excitatory
BWR,VC,0.85,excitatory
VKR,CYR,1.23,excitatory
JT,WJL,0.63,excitatory
XT,JT,1.28,excitatory
SU,CNR,1.9,excitatory
ZWL,FUL,1.52,excitatory
XIR,WS,0.63,excitatory
CIL,HK,1.71,excitatory
JAL,YBL,0.37,excitatory
IDR,BPR,0.2,excitatory
TBR,HER,1.32,excitatory
ZRR,FO,1.34,excitatory
JR,KRR,1.03,excitatory
YPL,XML,0.63,excitatory
SU,JR,0.58,excitatory
FXL,KAL,0.51,excitatory
ZX,TOL,0.83,excitatory
ZBL,WOL,1.98,excitatory
WI,JOR,1.58,excitatory
HW,BRR,0.4,excitatory
JO,KG,1.71,excitatory
GU,OCR,1.14,excitatory
DI,JMR,1.06,excitatory
ZUL,XI,1.67,excitatory
OT,GER,1.26,excitatory
EGL,HLL,0.19,excitatory
PV,IJR,1.51,excitatory
XJ,MZ,1.87,excitatory
LXR,YUL,0.82,excitatory
MZ,JH,0.54,excitatory
VOL,OJL,0.4,excitatory
XV,HER,0.28,excitatory
VW,GHL,1.59,excitatory
NT,YPL,1.93,excitatory
FMR,KIR,1.32,excitatory
JOR,HK,1.83,excitatory
YPR,XV,1.21,excitatory
WL,CIL,0.32,excitatory
MZ,SSL,1.69,excitatory
IDR,WDL,1.52,excitatory
BRL,SSL,1.79,excitatory
AIL,PJL,1.06,excitatory
LIR,YPL,1.27,excitatory
DY,NPR,1.42,excitatory
MY,XIR,1.76,excitatory
GCR,YT,1.6,excitatory
GE,FA,1.83,excitatory
MZL,XV,1.08,excitatory
VKR,LUR,1.47,excitatory
CYR,PM,1.93,excitatory
TOL,NPR,0.31,excitatory
TOL,YTR,1.08,excitatory
ES,TJ,0.99,excitatory
GIL,JH,0.34,excitatory
FU,BKL,1.3,excitatory
BRL,KRR,1.32,excitatory
NT,ZWL,1.48,excitatory
TIR,WDR,1.78,excitatory
IYL,WUR,1.97,excitatory
GUL,LK,0.51,excitatory
JR,ZYR,1.57,excitatory
DY,KG,0.15,excitatory
YN,BA,0.56,excitatory
KM,IRL,1.96,excitatory
JT,OT,0.96,excitatory
FO,HSR,1.27,excitatory
BE,FUL,1.25,excitatory
WSL,ML,1.24,excitatory
AG,GYL,0.3,excitatory
MZL,OJL,1.42,excitatory
MYR,BPR,0.12,excitatory
ZT,GSR,1.68,excitatory
WLR,LIR,0.84,excitatory
MML,ECL,1.91,excitatory
AX,LB,0.96,excitatory
BKL,MCL,0.17,excitatory
WLR,ML,0.32,excitatory
SE,VAL,0.17,excitatory
TOR,TU,0.66,excitatory
WPR,FZR,1.35,excitatory
CRL,IJ,0.47,excitatory
MLR,WI,0.17,excitatory
GBL,YP,0.93,excitatory
GJL,ZR,1.2,excitatory
YB,IVL,1.78,excitatory
BD,UOL,0.77,excitatory
BRL,IDR,0.69,excitatory
DY,HRR,0.54,excitatory
ZT,ALL,1.77,excitatory
DVL,NI,0.27,excitatory
XUR,CDR,1.15,excitatory
HJ,YZL,1.97,excitatory
KAL,VZ,1.32,excitatory
WDR,CRL,0.22,excitatory
YTR,LM,1.56,excitatory
WB,JR,0.44,excitatory
CBR,VF,0.32,excitatory
NKL,MML,0.59,excitatory
GBL,AOL,1.65,excitatory
WSL,IJR,0.51,excitatory
ASL,GBL,0.55,excitatory
AXL,GD,1.91,excitatory
AKR,MF,0.87,excitatory
EZL,KRR,1.32,excitatory
DF,PPR,1.65,excitatory
EGL,MYR,1.45,excitatory
DF,JGR,0.95,excitatory
EDR,MVR,0.64,excitatory
OCR,MZL,1.54,excitatory
AVR,FN,0.42,excitatory
FO,PNL,1.55,excitatory
HI,RRR,1.97,excitatory
FZR,IYL,0.65,excitatory
GE,FA,0.66,excitatory
JO,NXL,1.81,excitatory
XI,ENR,0.13,excitatory
JAL,ES,1.19,excitatory
WB,YBL,0.52,excitatory
LIR,ES,0.99,excitatory
IJR,YUL,1.1,excitatory
RGR,MOL,0.24,excitatory
PM,CNR,1.2,excitatory
OKL,RLR,0.86,excitatory
ZR,DF,0.73,excitatory
RGR,UT,1.71,excitatory
EZL,WGL,1.48,excitatory
AG,YPL,0.67,excitatory
KAL,BER,0.63,excitatory
VF,VOL,1.41,excitatory
WI,BRL,0.3,excitatory
PIL,DU,1.74,excitatory
NXL,YP,1.18,excitatory
LAL,FXL,0.25,excitatory
YZL,MLR,0.73,excitatory
UG,DF,1.68,excitatory
PJR,VJL,1.7,excitatory
IER,RHR,1.3,excitatory
VI,NO,0.18,excitatory
BRL,VI,1.15,excitatory
IYL,WLR,0.17,excitatory
FVR,YTR,1.69,excitatory
FH,VZ,0.56,excitatory
UG,PNL,0.67,excitatory
GU,WJ,1.63,excitatory
TF,PV,1.93,excitatory
BPR,PM,1.63,excitatory
DUL,KRR,1.36,excitatory
AG,XEL,0.63,excitatory
GF,BDR,0.24,excitatory
WIL,DFL,0.81,excitatory
JV,ASL,0.38,excitatory
MOL,YBL,1.34,excitatory
ZJ,TOL,0.57,excitatory
DC,UVL,0.75,excitatory
XHL,VJL,1.06,excitatory
ZJ,LXR,1.62,excitatory
NPR,IJR,0.4,excitatory
PJL,EUR,1.33,excitatory
WAL,MOL,1.46,excitatory
UFR,PNL,0.13,excitatory
HER,ESR,1.84,excitatory
FA,HDL,0.54,excitatory
SBL,WPR,1.04,excitatory
MZL,RGR,1.71,excitatory
UG,BRR,0.82,excitatory
UKR,HLL,0.72,excitatory
ALL,DD,1.59,excitatory
WGL,EHL,1.59,excitatory
GD,HU,0.87,excitatory
YTR,MDR,0.79,excitatory
ZX,RRR,1.21,excitatory
PJR,JMR,1.92,excitatory
TU,NW,1.62,excitatory
CIL,XE,0.94,excitatory
ZT,TIR,1.89,excitatory
MOL,XEL,1.68,excitatory
EZL,LEL,1.69,excitatory
HDL,VZ,0.64,excitatory
MP,VZ,0.94,excitatory
JRR,AXL,1.21,excitatory
MY,GEL,0.12,excitatory
FR,MR,1.51,excitatory
DD,VF,0.75,excitatory
DVR,WAL,0.96,excitatory
VZ,MVR,0.15,excitatory
UT,WJ,0.48,excitatory
TFR,IO,1.6,excitatory
CNR,FKR,0.44,excitatory
NPR,MDR,1.7,excitatory
JT,YZL,0.62,excitatory
BBR,AS,1.34,excitatory
GUL,WDL,1.19,excitatory
PZL,MXR,0.48,excitatory
FA,HK,0.47,excitatory
LO,VKR,1.04,excitatory
MOL,LX,1.06,excitatory
VZ,MXR,0.57,excitatory
VC,IYL,0.34,excitatory
JR,BX,0.28,excitatory
FN,HA,1.28,excitatory
HW,PV,1.18,excitatory
XNR,DGL,0.72,excitatory
XT,DVL,0.82,excitatory
WH,KM,0.36,excitatory
LH,XML,0.93,excitatory
IYL,GNR,1.26,excitatory
XI,XUR,0.22,excitatory
IO,CNR,0.51,excitatory
KIR,JT,0.58,excitatory
DML,ML,1.47,excitatory
WF,SU,1.51,excitatory
YDR,BRL,0.18,excitatory
IO,TF,1.33,excitatory
UT,AOL,0.75,excitatory
TLR,ES,0.69,excitatory
IJ,JRR,0.81,excitatory
XE,VC,1.9,excitatory
AXL,GHL,0.94,excitatory
PV,BKL,0.88,excitatory
YBL,RSR,0.97,excitatory
JAL,TOL,1.89,excitatory
WS,WL,1.47,excitatory
BWR,MF,0.96,excitatory
WFR,WF,0.73,excitatory
CYR,DVR,0.38,excitatory
BBR,TBR,1.01,excitatory
XHL,AS,1.79,excitatory
ES,EZL,1.53,excitatory
IPL,HDL,1.58,excitatory
XL,EHL,1.95,excitatory
SU,ISL,1.2,excitatory
SAR,JMR,0.14,excitatory
GSR,TU,0.48,excitatory
LAL,OKL,1.22,excitatory
HN,RLR,0.51,excitatory
HR,PIL,1.05,excitatory
DY,HDL,1.59,excitatory
IJR,UB,0.56,excitatory
CX,OOL,0.34,excitatory
JR,LIR,1.65,excitatory
WIL,MF,1.38,excitatory
HLL,XUR,1.06,excitatory
EUR,WPR,0.44,excitatory
ESR,YB,1.06,excitatory
FU,UKR,0.23,excitatory
PJR,WPR,1.84,excitatory
JJR,BD,1.57,excitatory
GHL,ESR,1.63,excitatory
MOL,KRR,0.68,excitatory
CZL,EDR,1.77,excitatory
OCR,ESR,0.6,excitatory
TOR,WUR,1.86,excitatory
NPR,ZCL,0.29,excitatory
STL,WGL,1.08,excitatory
BER,JJR,1.65,excitatory
FVR,NUL,0.8,excitatory
SBL,IJ,1.2,excitatory
VZ,VKR,0.71,excitatory
AKR,IJR,0.45,excitatory
UT,XJ,1.13,excitatory
WGL,AOL,0.93,excitatory
TFR,UAR,1.19,excitatory
XJ,UFR,0.4,excitatory
RSR,WGL,0.86,excitatory
CX,VAL,0.64,excitatory
LB,ZUL,0.37,excitatory
PJL,FKR,0.12,excitatory
YP,GUL,1.67,excitatory
SSL,AI,1.44,excitatory
MR,JOR,1.95,excitatory
WFL,FR,0.93,excitatory
MML,FA,0.69,excitatory
WL,GYL,0.82,excitatory
RHR,GZL,0.64,excitatory
IO,TL,0.92,excitatory
FIL,RRR,0.32,excitatory
JH,OT,1.65,excitatory
CX,IVL,1.11,excitatory
XL,BX,1.34,excitatory
LB,KS,0.58,excitatory
KAL,MVR,0.83,excitatory
LK,BRR,1.47,excitatory
GD,PV,0.66,excitatory
DML,UG,0.76,excitatory
FJR,VAL,0.5,excitatory
CDR,MOL,0.41,excitatory
MYR,LIR,0.5,excitatory
WGL,DVL,1.09,excitatory
LAL,IER,1.25,excitatory
LXR,NI,0.54,excitatory
UT,AP,0.48,excitatory
MVR,ML,1.22,excitatory
KAL,HR,0.83,excitatory
WB,PV,0.5,excitatory
NCR,XL,0.49,excitatory
ZWL,RLR,1.83,excitatory
OT,BKL,1.7,excitatory
DI,WB,1.14,excitatory
EGL,XI,1.66,excitatory
EM,SBL,1.54,excitatory
LEL,TJ,0.12,excitatory
LXR,JMR,1.97,excitatory
JAL,TFR,1.76,excitatory
IX,AKR,1.49,excitatory
XL,GML,1.58,excitatory
ALL,XE,1.94,excitatory
TFR,RRR,0.22,excitatory
OT,ZRR,1.75,excitatory
WDR,WDL,1.53,excitatory
HDL,PIL,0.88,excitatory
FH,AE,1.36,excitatory
IPL,GU,0.85,excitatory
STL,GUL,1.89,excitatory
DF,PV,0.15,excitatory
GYL,XUR,1.02,excitatory
EHL,IX,1.66,excitatory
UKR,FVR,1.95,excitatory
PIL,NKL,0.55,excitatory
NCR,RLR,0.34,excitatory
HR,LX,0.61,excitatory
GSR,HW,0.63,excitatory
DUL,YN,1.09,excitatory
LTR,VOL,0.25,excitatory
DML,GZ,0.82,excitatory
NV,MYR,1.65,excitatory
CRL,UT,0.3,excitatory
HK,DRL,1.4,excitatory
PYL,ZWL,0.37,excitatory
CX,DGL,1.23,excitatory
ZCL,HDL,1.1,excitatory
JO,DRR,0.75,excitatory
DFL,AVR,1.26,excitatory
MDR,MR,1.49,excitatory
ZBL,AIL,0.97,excitatory
GEL,BBR,0.44,excitatory
SE,EER,0.44,excitatory
FVL,ES,1.86,excitatory
NPR,EER,0.36,excitatory
HN,DGL,0.49,excitatory
MML,ASL,1.04,excitatory
HRR,YT,1.95,excitatory
JJR,XEL,1.42,excitatory
DD,YB,0.75,excitatory
OKL,HR,1.54,excitatory
DGL,HW,0.63,excitatory
TF,WDL,1.64,excitatory
FFR,MXR,0.22,excitatory
GU,BE,1.33,excitatory
ZR,WPR,1.11,excitatory
GF,VAL,1.41,excitatory
WSL,MF,0.17,excitatory
YDR,RSR,0.78,excitatory
YT,GCR,1.42,excitatory
ZR,UT,0.29,excitatory
DML,AOL,1.67,excitatory
GIL,LIR,1.43,excitatory
LX,IPL,0.57,excitatory
WS,WFR,0.49,excitatory
EZL,FJR,1.78,excitatory
FJR,GER,0.87,excitatory
LEL,PZL,1.75,excitatory
WSL,GER,0.85,excitatory
EDR,HSR,1.07,excitatory
ENR,NPR,0.85,excitatory
UAR,EM,1.26,excitatory
ALL,ZT,1.71,excitatory
SAR,YTR,0.8,excitatory
WAL,GF,1.38,excitatory
BD,FN,0.44,excitatory
FIL,AP,0.51,excitatory
AP,AX,1.75,excitatory
OHR,SD,0.97,excitatory
STL,GEL,0.11,excitatory
RGR,OKL,1.24,excitatory
LM,MXR,1.17,excitatory
EGL,VOL,1.01,excitatory
VW,WP,0.54,excitatory
HDL,FJR,0.19,excitatory
HSR,UB,1.81,excitatory
IX,SD,1.55,excitatory
OKL,HYR,0.7,excitatory
PNL,XNR,1.11,excitatory
PNL,LUR,0.53,excitatory
YZL,CNR,0.88,excitatory
PJR,BA,1.54,excitatory
WL,GCR,0.58,excitatory
XUR,PPR,0.22,excitatory
UAR,NO,1.37,excitatory
ZCL,ASL,0.38,excitatory
XIR,MF,0.87,excitatory
JRR,MYR,1.52,excitatory
GZL,MP,0.99,excitatory
GCR,NT,1.15,excitatory
WOL,NCR,0.29,excitatory
WFR,CZL,0.84,excitatory
VOL,GZ,1.6,excitatory
ZUL,PIL,1.29,excitatory
MZ,KOR,1.6,excitatory
PYL,ECL,0.8,excitatory
GSR,SRR,1.26,excitatory
DRR,OHR,1.53,excitatory
IVL,WIL,1.6,excitatory
BBR,FVR,1.53,excitatory
YBL,DUL,0.13,excitatory
GSR,HRR,0.99,excitatory
VJL,PZL,1.22,excitatory
DF,ESR,1.03,excitatory
OT,PSR,0.75,excitatory
IX,AE,0.6,excitatory
RRR,IER,0.32,excitatory
JO,TL,0.95,excitatory
MYR,ZYR,1.08,excitatory
BKL,NO,1.45,excitatory
WUR,BX,0.58,excitatory
HR,UVL,0.37,excitatory
NO,KAL,1.21,excitatory
CDR,LH,1.14,excitatory
MOL,WAL,0.42,excitatory
ZCL,BER,1.81,excitatory
OT,DI,0.61,excitatory
GEL,GHL,1.31,excitatory
DFL,OKL,1.39,excitatory
ZUL,EM,0.73,excitatory
GCR,VZ,1.33,excitatory
AXL,UFR,1.92,excitatory
AP,GER,0.24,excitatory
TU,SU,0.99,excitatory
GUL,HLL,1.2,excitatory
XJ,GSR,1.71,excitatory
LAL,IO,1.38,excitatory
PJR,PYL,0.75,excitatory
ASL,HHR,0.9,excitatory
LIR,BDR,0.35,excitatory
LAL,IJR,1.74,excitatory
NW,BD,1.0,excitatory
YP,CX,0.16,excitatory
JH,WL,1.2,excitatory
VJL,RRR,0.94,excitatory
PZL,AKR,0.81,excitatory
STL,CZL,1.53,excitatory
LM,KS,1.93,excitatory
XI,WP,1.4,excitatory
FFR,SU,0.92,excitatory
JO,UE,0.28,excitatory
WIL,JR,1.2,excitatory
ENR,HJ,1.91,excitatory
MZ,UT,1.09,excitatory
ZBL,XHL,1.54,excitatory
CYR,YN,0.92,excitatory
ES,HLL,0.16,excitatory
UKR,XEL,1.77,excitatory
JV,HJ,1.14,excitatory
XMR,JJR,1.44,excitatory
LXR,NW,0.44,excitatory
HER,TIR,0.1,excitatory
BRR,YP,0.72,excitatory
NO,JR,0.3,excitatory
XIR,WS,1.27,excitatory
AIL,IVL,0.8,excitatory
BE,CNR,0.81,excitatory
WLR,CDR,1.81,excitatory
MLR,JV,0.35,excitatory
MLR,ASL,0.65,excitatory
YTL,PNL,1.51,excitatory
SSL,SU,1.77,excitatory
NUL,EHL,0.34,excitatory
GER,WPR,0.64,excitatory
GBL,DRR,1.43,excitatory
VZR,WP,1.0,excitatory
XT,DVL,1.94,excitatory
FKR,OHR,0.43,excitatory
TJ,SBL,1.75,excitatory
HYR,ZT,1.15,excitatory
ZYR,VOL,1.23,excitatory
UVL,GF,0.36,excitatory
XUR,FZR,0.18,excitatory
HER,HA,1.59,excitatory
MML,VAL,1.06,excitatory
EZL,VZ,0.98,excitatory
VF,WAL,0.46,excitatory
LO,GYL,0.19,excitatory
OJR,UVL,1.51,excitatory
CZL,FA,1.69,excitatory
JAL,DVR,0.28,excitatory
ZYR,HRR,1.76,excitatory
HW,WB,1.6,excitatory
LK,XE,0.53,excitatory
NXL,VAL,1.52,excitatory
SSL,NO,1.51,excitatory
SAR,UVL,0.9,excitatory
JJR,ZZR,0.2,excitatory
SRR,GD,0.74,excitatory
PJL,MZL,1.37,excitatory
WFR,WL,1.06,excitatory
WH,LAL,0.54,excitatory
WDR,HFR,0.59,excitatory
WF,LK,0.13,excitatory
SAR,WFL,1.3,excitatory
GBL,MPR,0.57,excitatory
DRR,DUL,1.41,excitatory
KRR,IYL,1.55,excitatory
RHR,LH,1.93,excitatory
FN,MVR,0.2,excitatory
ZR,XHL,1.56,excitatory
IER,HER,1.24,excitatory
CBR,KRR,0.37,excitatory
KG,WS,1.14,excitatory
FR,GML,1.71,excitatory
LTR,DRL,1.55,excitatory
LUR,DML,0.65,excitatory
KG,GEL,0.88,excitatory
LM,XIR,0.77,excitatory
IJR,WGL,0.41,excitatory
SSL,PYL,1.27,excitatory
WFL,MVR,0.23,excitatory
AXL,PJR,0.79,excitatory
VJL,XJ,1.3,excitatory
NUL,PPR,0.81,excitatory
ZWL,HFR,0.92,excitatory
PM,FVL,0.97,excitatory
DML,DFL,1.21,excitatory
PV,STL,0.27,excitatory
BKL,CX,1.05,excitatory
WAL,DU,0.4,excitatory
ZCL,TL,0.23,excitatory
DGL,HU,1.41,excitatory
MDR,IYL,0.76,excitatory
HSR,WS,1.92,excitatory
ZGL,TJ,0.17,excitatory
LB,TOR,0.43,excitatory
BRL,UOL,0.43,excitatory
CRL,LUR,1.51,excitatory
VKR,FUL,0.16,excitatory
PPR,TJ,0.74,excitatory
DVL,VF,1.09,excitatory
MCL,BD,1.19,excitatory
TOL,RHR,1.95,excitatory
FA,SBL,0.95,excitatory
LTR,TFR,1.98,excitatory
LIR,HU,0.34,excitatory
CV,GE,1.63,excitatory
WFR,WL,1.87,excitatory
BX,WPR,0.81,excitatory
BDR,YTR,1.57,excitatory
OJL,LXR,1.23,excitatory
ZT,ZM,1.22,excitatory
UB,JAL,0.58,excitatory
WJL,IVL,1.49,excitatory
JH,IVL,0.5,excitatory
OJL,EGL,1.42,excitatory
JT,HLL,0.67,excitatory
PJR,ZYR,1.91,excitatory
DVR,VAL,1.83,excitatory
WUR,ECL,0.89,excitatory
ASL,XI,1.97,excitatory
LB,WDR,0.96,excitatory
IVL,VUL,1.13,excitatory
DD,PPR,0.26,excitatory
HN,WIL,0.12,excitatory
MOL,MVR,1.96,excitatory
EM,SRR,0.78,excitatory
LM,CRL,0.17,excitatory
ZCL,RRR,1.69,excitatory
GE,PV,0.45,excitatory
VF,UP,0.36,excitatory
UB,HRR,0.74,excitatory
DU,RHR,0.65,excitatory
NI,XIR,1.77,excitatory
JOR,ZJ,0.99,excitatory
UB,DF,0.66,excitatory
FVR,DUL,0.76,excitatory
PNL,UP,0.91,excitatory
ZT,DU,0.84,excitatory
ESR,TOL,1.24,excitatory
TLR,MYR,0.8,excitatory
WDR,GUL,1.07,excitatory
MCL,JJR,1.21,excitatory
MF,JH,0.83,excitatory
ZCL,DRL,1.99,excitatory
CBR,EDR,1.34,excitatory
KG,VZ,1.22,excitatory
BA,PV,0.69,excitatory
ZT,PIL,0.11,excitatory
DRL,WGL,0.23,excitatory
AKR,XMR,1.79,excitatory
UE,ZRR,0.58,excitatory
JOR,HDL,1.57,excitatory
PNL,EER,1.09,excitatory
KRR,HN,0.11,excitatory
XEL,WDR,1.16,excitatory
XI,YBL,1.86,excitatory
FVR,KRR,1.6,excitatory
BRL,BTR,1.44,excitatory
YDR,ALL,1.72,excitatory
XIR,NW,1.78,excitatory
WSL,JGR,0.82,excitatory
HLL,HJ,1.27,excitatory
WPR,CX,1.85,excitatory
IER,DVL,1.39,excitatory
IJ,WH,1.61,excitatory
WPR,KOR,0.74,excitatory
JMR,HLL,1.61,excitatory
MPR,BPR,0.45,excitatory
PIL,BX,0.66,excitatory
WDR,LB,0.93,excitatory
ZR,YDR,1.3,excitatory
GCR,WDL,1.01,excitatory
JH,BPR,1.0,excitatory
GE,MPR,1.72,excitatory
OT,MY,0.65,excitatory
LXR,GD,1.31,excitatory
BX,WDR,1.53,excitatory
WFR,NV,1.02,excitatory
IVL,YTL,0.99,excitatory
CZL,TOR,1.61,excitatory
FXL,AVR,1.94,excitatory
GUL,VOL,0.6,excitatory
WI,RSR,0.35,excitatory
LTR,CYR,1.05,excitatory
XE,JMR,1.68,excitatory
MPR,DGL,0.68,excitatory
GUL,OJL,1.56,excitatory
TF,BDR,1.45,excitatory
GHL,KRR,0.67,excitatory
MLR,ENR,1.69,excitatory
STL,EM,1.96,excitatory
GCR,TBR,1.05,excitatory
LM,LX,0.73,excitatory
FVL,RGR,0.16,excitatory
VZR,YTR,0.42,excitatory
JGR,GML,1.01,excitatory
YDR,MPR,0.22,excitatory
IRL,CV,0.72,excitatory
GZL,MYR,0.54,excitatory
ZX,UFR,0.86,excitatory
JO,FIL,1.95,excitatory
BKL,LAL,1.04,excitatory
WDR,DUL,1.15,excitatory
GML,MVR,1.01,excitatory
TJ,PJR,1.44,excitatory
OT,XL,0.29,excitatory
XIR,FMR,0.63,excitatory
WDL,ZX,1.58,excitatory
DFL,GML,0.25,excitatory
FVR,AG,1.04,excitatory
AKR,BBR,1.27,excitatory
VKR,JJR,1.86,excitatory
TOL,NT,1.79,excitatory
GJL,SBL,0.8,excitatory
HHR,BER,1.94,excitatory
XL,HHR,1.81,excitatory
IX,FIL,0.4,excitatory
LM,FIL,1.48,excitatory
YUL,LUR,1.97,excitatory
MML,NT,0.34,excitatory
NI,IVL,1.99,excitatory
MDR,FJR,0.23,excitatory
CBR,GML,0.41,excitatory
IER,NV,0.89,excitatory
YUL,WL,0.52,excitatory
YB,ZJ,1.12,excitatory
TOL,BRR,1.77,excitatory
AX,OKL,0.54,excitatory
JOR,ISL,0.21,excitatory
XV,ZUL,0.27,excitatory
VZR,GCR,0.43,excitatory
PJL,HRR,1.21,excitatory
JH,UP,1.53,excitatory
JRR,GML,0.44,excitatory
WJ,IYL,0.3,excitatory
FH,HYR,1.53,excitatory
YTR,EUR,1.49,excitatory
CRL,DGL,0.49,excitatory
MYR,NW,0.88,excitatory
MVR,TIR,1.54,excitatory
UOL,YN,1.05,excitatory
WSL,EM,1.74,excitatory
WDR,CZL,1.71,excitatory
NW,DF,1.04,excitatory
MLR,AE,0.28,excitatory
BWR,SBL,1.64,excitatory
FH,IPL,1.84,excitatory
CV,CX,0.95,excitatory
GU,GNR,0.14,excitatory
TBR,FN,1.78,excitatory
CYR,DRL,1.54,excitatory
SAR,GBL,1.32,excitatory
AOL,GEL,1.35,excitatory
CJ,GZL,1.84,excitatory
HRR,VC,1.77,excitatory
XUR,WI,1.14,excitatory
IVL,YZL,0.3,excitatory
DRR,XEL,1.1,excitatory
OCR,NT,1.18,excitatory
EZL,RRR,0.11,excitatory
LAL,RLR,1.61,excitatory
FVL,AOL,0.25,excitatory
YBL,RRR,0.62,excitatory
ZZR,IYL,0.45,excitatory
MPR,ZUL,1.76,excitatory
IYL,HHR,0.57,excitatory
KIR,PPR,1.4,excitatory
ZGL,VZR,1.99,excitatory
MCL,OOL,0.15,excitatory
CX,YZL,1.86,excitatory
SJR,MVR,1.81,excitatory
KM,GIL,2.0,excitatory
TF,ISL,1.79,excitatory
XHL,ML,1.6,excitatory
PNL,KM,0.28,excitatory
BE,HR,0.48,excitatory
BRL,KRR,0.78,excitatory
OHR,UT,1.3,excitatory
BPR,UB,0.4,excitatory
FH,HU,0.53,excitatory
LIR,JAL,1.37,excitatory
IO,OJL,0.61,excitatory
IER,WGL,0.72,excitatory
KIR,DVR,1.8,excitatory
WOL,ZJ,1.81,excitatory
MZL,FH,0.37,excitatory
OCR,DGL,1.88,excitatory
WI,VOL,1.96,excitatory
VZR,DU,0.3,excitatory
OOL,GER,1.03,excitatory
AOL,DI,0.35,excitatory
XIR,DI,0.71,excitatory
MZ,SE,0.96,excitatory
BX,TF,1.01,excitatory
DD,HLL,0.23,excitatory
YTR,PJR,0.79,excitatory
MZ,SAR,0.99,excitatory
WSL,BER,0.28,excitatory
LEL,LXR,1.95,excitatory
TOL,ZZR,1.75,excitatory
GHL,IO,1.08,excitatory
TLR,YTR,1.03,excitatory
MPR,VW,0.85,excitatory
YB,CYR,0.14,excitatory
DRL,TU,1.57,excitatory
XI,AI,0.91,excitatory
SE,XMR,1.94,excitatory
FJR,NPR,1.08,excitatory
TOL,KIR,0.74,excitatory
JAL,RSR,1.52,excitatory
OT,DML,1.53,excitatory
EHL,TJ,0.7,excitatory
WUR,AVR,0.86,excitatory
WUR,ALL,1.24,excitatory
FJR,UOL,0.27,excitatory
RSR,VW,1.13,excitatory
YDR,MZ,0.14,excitatory
MPR,WPR,1.24,excitatory
YB,BRR,0.32,excitatory
GZL,ZYR,1.35,excitatory
KS,TF,0.32,excitatory
DVR,KRR,1.45,excitatory
GUL,GIL,1.07,excitatory
LM,BRL,1.35,excitatory
LEL,SE,0.49,excitatory
XUR,PIL,1.09,excitatory
WGL,GSR,1.81,excitatory
KAL,GZ,1.16,excitatory
MOL,VW,0.33,excitatory
IJ,BWR,1.56,excitatory
XNR,LUR,0.66,excitatory
WAL,PNL,0.33,excitatory
XMR,XML,0.1,excitatory
AS,WOL,0.26,excitatory
STL,VAL,1.91,excitatory
NI,UOL,0.58,excitatory
WL,GU,1.06,excitatory
ZUL,FR,0.51,excitatory
ML,UE,1.14,excitatory
GCR,GBL,1.7,excitatory
BE,WPR,0.8,excitatory
YDR,WL,0.82,excitatory
YPL,MOL,0.86,excitatory
UOL,PJL,1.18,excitatory
SE,IPL,0.3,excitatory
LXR,TL,1.69,excitatory
EER,FH,1.41,excitatory
JGR,MY,0.5,excitatory
AX,WFL,0.94,excitatory
PV,ECL,0.67,excitatory
FO,ZGL,1.76,excitatory
YPR,NUL,1.52,excitatory
FH,LB,1.51,excitatory
FMR,CDR,0.16,excitatory
LM,OJR,1.72,excitatory
SAR,KS,1.12,excitatory
WP,GD,1.91,excitatory
LO,GJL,1.08,excitatory
CDR,DY,1.56,excitatory
DFL,WS,0.23,excitatory
IO,IJR,1.69,excitatory
ZJ,XHL,1.39,excitatory
LB,MP,0.42,excitatory
JT,UB,1.9,excitatory
WB,LX,1.53,excitatory
CRL,ISL,0.68,excitatory
EHL,YUL,0.14,excitatory
SJR,IJ,1.41,excitatory
WH,MVR,1.47,excitatory
XT,CBR,0.64,excitatory
ESR,KRR,0.64,excitatory
FFR,GSR,0.76,excitatory
ZRR,IEL,0.91,excitatory
IEL,YB,1.15,excitatory
